Code,Name,Country,Exchange,Currency,Type,Isin
CRD-A,Crawford & Company,USA,NYSE,USD,Common Stock,US2246332066
CRD-B,Crawford & Company,USA,NYSE,USD,Common Stock,US2246331076
CRDT,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,ETF,US97717X6931
CRED,Columbia ETF Trust I,USA,NYSE ARCA,USD,ETF,US19761L1109
CRF,Cornerstone Strategic Return Fund,USA,NYSE MKT,USD,FUND,US21924U3005
CRGY,Crescent Energy Co,USA,NYSE,USD,Common Stock,US44952J1043
CRH,CRH PLC ADR,USA,NYSE,USD,Common Stock,US12626K2033
CRI,Carter’s Inc,USA,NYSE,USD,Common Stock,US1462291097
CRIT,Optica Rare Earths & Critical Materials ETF,USA,NYSE ARCA,USD,ETF,US3015055250
CRK,Comstock Resources Inc,USA,NYSE,USD,Common Stock,US2057683029
CRL,Charles River Laboratories,USA,NYSE,USD,Common Stock,US1598641074
CRM,Salesforce.com Inc,USA,NYSE,USD,Common Stock,US79466L3024
CRPT,First Trust SkyBridge Crypto Industry and Digital Economy ETF,USA,NYSE ARCA,USD,ETF,US33740F5402
CRS,Carpenter Technology Corporation,USA,NYSE,USD,Common Stock,US1442851036
CRT,Cross Timbers Royalty Trust,USA,NYSE,USD,Common Stock,US22757R1095
CRUZ,Defiance Hotel Airline and Cruise ETF,USA,NYSE ARCA,USD,ETF,US26922B8735
CSAN,Cosan SA ADR,USA,NYSE,USD,Common Stock,US22113B1035
CSD,Invesco S&P Spin-Off ETF,USA,NYSE ARCA,USD,ETF,US46137V1594
CSHI,SHP ETF Trust - NEOS Enhanced Income Cash Alternative ETF,USA,NYSE ARCA,USD,ETF,US78433H5019
CSL,Carlisle Companies Incorporated,USA,NYSE,USD,Common Stock,US1423391002
CSMD,Professionally Managed Portfolios,USA,NYSE ARCA,USD,Common Stock,
CSR,Centerspace,USA,NYSE,USD,Common Stock,US15202L1070
CSR-PC,Investors Real Estate Trust,USA,NYSE,USD,Preferred Stock,
CSTA,Constellation Acquisition Corp I,USA,NYSE,USD,Common Stock,KYG2R18K1053
CSTM,Constellium Nv,USA,NYSE,USD,Common Stock,FR0013467479
CSV,Carriage Services Inc,USA,NYSE,USD,Common Stock,US1439051079
CTA,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,ETF,US82889N6994
CTA-PA,E. I. du Pont de Nemours and Company,USA,NYSE,USD,Preferred Stock,
CTA-PB,E. I. du Pont de Nemours and Company,USA,NYSE,USD,Preferred Stock,
CTBB,Qwest Corp. NT,USA,NYSE,USD,Common Stock,US74913G8814
CTDD,Qwest Corp 6 75 Notes Expiry 2057,USA,NYSE,USD,Common Stock,US74913G8731
CTEST,CTEST,USA,NYSE,USD,Common Stock,
CTEX,ProShares S&P Kensho Cleantech ETF,USA,NYSE ARCA,USD,ETF,US74347G5154
CTGO,Contango ORE Inc,USA,NYSE MKT,USD,Common Stock,US21077F1003
CTLT,Catalent Inc,USA,NYSE,USD,Common Stock,US1488061029
CTM,Castellum Inc.,USA,NYSE MKT,USD,Common Stock,
CTO,CTO Realty Growth Inc,USA,NYSE,USD,Common Stock,US22948Q1013
CTO-PA,CTO Realty Growth Inc.,USA,NYSE,USD,Preferred Stock,
CTOS,Custom Truck One Source Inc,USA,NYSE,USD,Common Stock,US23204X1037
CTR,ClearBridge Energy MLP Total Return Fund Inc,USA,NYSE,USD,FUND,US18469Q2075
CTRA,Coterra Energy Inc,USA,NYSE,USD,Common Stock,US1270971039
CTRE,Caretrust Inc,USA,NYSE,USD,Common Stock,US14174T1079
CTS,CTS Corporation,USA,NYSE,USD,Common Stock,US1265011056
CTV,Innovid Corp.,USA,NYSE,USD,Common Stock,US4576791085
CTVA,Corteva Inc,USA,NYSE,USD,Common Stock,US22052L1044
CUBB,Customers Bancorp Inc,USA,NYSE,USD,Common Stock,US23204G8033
CUBE,CubeSmart,USA,NYSE,USD,Common Stock,US2296631094
CUBI,Customers Bancorp Inc,USA,NYSE,USD,Common Stock,US23204G1004
CUBI-PE,Customers Bancorp Inc,USA,NYSE,USD,Preferred Stock,
CUBI-PF,Customers Bancorp Inc,USA,NYSE,USD,Preferred Stock,
CUBT,Curative Biotechnology Inc,USA,NYSE MKT,USD,Common Stock,
CUK,Carnival Plc ADS,USA,NYSE,USD,Common Stock,US14365C1036
CULP,Culp Inc,USA,NYSE,USD,Common Stock,US2302151053
CURE,Direxion Daily Healthcare Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25459Y8764
CURO,Curo Group Holdings Corp,USA,NYSE,USD,Common Stock,US23131L1070
CURV,Torrid Holdings Inc,USA,NYSE,USD,Common Stock,US89142B1070
CUT,Invesco MSCI Global Timber ETF,USA,NYSE ARCA,USD,ETF,US46138E5454
CUZ,Cousins Properties Incorporated,USA,NYSE,USD,Common Stock,US2227955026
CVE,Cenovus Energy Inc,USA,NYSE,USD,Common Stock,CA15135U1093
CVEO,Civeo Corp,USA,NYSE,USD,Common Stock,CA17878Y2078
CVI,CVR Energy Inc,USA,NYSE,USD,Common Stock,US12662P1084
CVIE,Morgan Stanley ETF Trust - Calvert International Responsible Index ETF,USA,NYSE ARCA,USD,ETF,US61774R1068
CVII,Churchill Capital Corp VII,USA,NYSE,USD,Common Stock,US17144M1027
CVLC,Morgan Stanley ETF Trust - Calvert US Large-Cap Core Responsible Index ETF,USA,NYSE ARCA,USD,ETF,US61774R2058
CVM,CEL-SCI Corp,USA,NYSE MKT,USD,Common Stock,US1508376076
CVMC,Morgan Stanley ETF Trust - Calvert US Mid-Cap Core Responsible Index ETF,USA,NYSE ARCA,USD,ETF,US61774R4039
CVNA,Carvana Co,USA,NYSE,USD,Common Stock,US1468691027
CVR,Chicago Rivet & Machine Co,USA,NYSE MKT,USD,Common Stock,US1680881026
CVRD,Madison ETFs Trust,USA,NYSE ARCA,USD,ETF,
CVS,CVS Health Corp,USA,NYSE,USD,Common Stock,US1266501006
CVSB,Morgan Stanley Etf Trust - Calvert Ultra Short Investment Grade Etf,USA,NYSE ARCA,USD,ETF,US61774R6018
CVSE,Morgan Stanley Etf Trust - Calvert Us Select Equity Etf,USA,NYSE ARCA,USD,ETF,US61774R5028
CVU,CPI Aerostructures Inc,USA,NYSE,USD,Common Stock,US1259193084
CVX,Chevron Corp,USA,NYSE,USD,Common Stock,US1667641005
CVY,Invesco Zacks Multi-Asset Income ETF,USA,NYSE ARCA,USD,ETF,US46137Y5006
CW,Curtiss-Wright Corporation,USA,NYSE,USD,Common Stock,US2315611010
CWAN,Clearwater Analytics Holdings Inc,USA,NYSE,USD,Common Stock,US1851231068
CWB,SPDR® Bloomberg Convertible Securities ETF,USA,NYSE ARCA,USD,ETF,US78464A3591
CWC,Capitol Series Trust,USA,NYSE ARCA,USD,Common Stock,
CWEB,Direxion Daily CSI China Internet Bull 2X Shares,USA,NYSE ARCA,USD,ETF,US25460E5050
CWEN,Clearway Energy Inc Class C,USA,NYSE,USD,Common Stock,US18539C2044
CWEN-A,Clearway Energy Inc,USA,NYSE,USD,Common Stock,US18539C1053
CWH,Camping World Holdings Inc,USA,NYSE,USD,Common Stock,US13462K1097
CWI,SPDR® MSCI ACWI ex-US ETF,USA,NYSE ARCA,USD,ETF,US78463X8487
CWK,Cushman & Wakefield plc,USA,NYSE,USD,Common Stock,GB00BFZ4N465
CWS,AdvisorShares Focused Equity ETF,USA,NYSE ARCA,USD,ETF,US00768Y5603
CWT,California Water Service Group,USA,NYSE,USD,Common Stock,US1307881029
CX,Cemex SAB de CV ADR,USA,NYSE,USD,Common Stock,US1512908898
CXAC,C5 Acquisition Corp,USA,NYSE,USD,Common Stock,US12530D1054
CXE,MFS High Income Municipal Closed Fund,USA,NYSE,USD,Common Stock,US59318D1046
CXH,MFS Investment Grade Municipal Trust,USA,NYSE,USD,Common Stock,US59318B1089
CXM,Sprinklr Inc,USA,NYSE,USD,Common Stock,US85208T1079
CXT,Crane NXT Co,USA,NYSE,USD,Common Stock,
CXW,CoreCivic Inc,USA,NYSE,USD,Common Stock,US21871N1019
CYA,Simplify Tail Risk Strategy ETF,USA,NYSE ARCA,USD,ETF,US82889N7802
CYB,WisdomTree Chinese Yuan Strategy Fund,USA,NYSE ARCA,USD,ETF,US97717W1826
CYBN,Cybin Inc,USA,NYSE MKT,USD,Common Stock,CA23256X1006
CYD,China Yuchai International Limited,USA,NYSE,USD,Common Stock,BMG210821051
CYH,Community Health Systems Inc,USA,NYSE,USD,Common Stock,US2036681086
CZA,Invesco Zacks Mid-Cap ETF,USA,NYSE ARCA,USD,ETF,US46137Y4017
CZOO,Cazoo Group Ltd,USA,NYSE,USD,Common Stock,KYG2007L1059
D,Dominion Energy Inc,USA,NYSE,USD,Common Stock,US25746U1097
DAC,Danaos Corporation,USA,NYSE,USD,Common Stock,MHY1968P1218
DAL,Delta Air Lines Inc,USA,NYSE,USD,Common Stock,US2473617023
DAN,Dana Inc,USA,NYSE,USD,Common Stock,US2358252052
DAO,Youdao Inc,USA,NYSE,USD,Common Stock,US98741T1043
DAR,Darling Ingredients Inc,USA,NYSE,USD,Common Stock,US2372661015
DARP,Tidal Trust II,USA,NYSE ARCA,USD,Common Stock,
DAT,ProShares Big Data Refiners ETF,USA,NYSE ARCA,USD,ETF,US74347G4579
DAVA,Endava Ltd,USA,NYSE,USD,Common Stock,US29260V1052
DB,Deutsche Bank AG NA O.N.,USA,NYSE,USD,Common Stock,DE0005140008
DBA,Invesco DB Agriculture Fund,USA,NYSE ARCA,USD,ETF,US46140H1068
DBAW,Xtrackers MSCI All World ex U.S. Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330518208
DBB,Invesco DB Base Metals Fund,USA,NYSE ARCA,USD,ETF,US46140H7008
DBC,Invesco DB Commodity Index Tracking Fund,USA,NYSE ARCA,USD,ETF,US46138B1035
DBD,Diebold Nixdorf Incorporated,USA,NYSE,USD,Common Stock,
DBE,Invesco DB Energy Fund,USA,NYSE ARCA,USD,ETF,US46140H3049
DBEF,Xtrackers MSCI EAFE Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330512003
DBEH,iMGP DBi Hedge Strategy ETF,USA,NYSE ARCA,USD,ETF,US53700T8356
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330511013
DBEU,Xtrackers MSCI Europe Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330518539
DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330516970
DBGR,Xtrackers MSCI Germany Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330514082
DBI,Designer Brands Inc,USA,NYSE,USD,Common Stock,US2505651081
DBJP,Xtrackers MSCI Japan Hedged Equity ETF,USA,NYSE ARCA,USD,ETF,US2330515071
DBL,Doubleline Opportunistic Credit,USA,NYSE,USD,FUND,US2586231076
DBLV,AdvisorShares DoubleLine Value Equity ETF,USA,NYSE ARCA,USD,ETF,US00768Y8185
DBMF,iMGP DBi Managed Futures Strategy ETF,USA,NYSE ARCA,USD,ETF,US53700T8273
DBND,DoubleLine Opportunistic Bond ETF,USA,NYSE ARCA,USD,ETF,US25861R1059
DBO,Invesco DB Oil Fund,USA,NYSE ARCA,USD,ETF,US46140H4039
DBP,Invesco DB Precious Metals Fund,USA,NYSE ARCA,USD,ETF,US46140H5028
DBRG,Digitalbridge Group Inc,USA,NYSE,USD,Common Stock,US25401T6038
DBRG-PH,DigitalBridge Group Inc.,USA,NYSE,USD,Preferred Stock,
DBRG-PI,DigitalBridge Group Inc.,USA,NYSE,USD,Preferred Stock,
DBRG-PJ,DigitalBridge Group Inc.,USA,NYSE,USD,Preferred Stock,
DC,Dakota Gold Corp.,USA,NYSE MKT,USD,Common Stock,
DC-WT,Dakota Gold Corp. WT,USA,NYSE MKT,USD,Common Stock,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc,USA,NYSE,USD,FUND,
DCI,Donaldson Company Inc,USA,NYSE,USD,Common Stock,US2576511099
DCMB,Doubleline Etf Trust - Commercial Real Estate ETF,USA,NYSE ARCA,USD,ETF,US25861R3030
DCO,Ducommun Incorporated,USA,NYSE,USD,Common Stock,US2641471097
DCOR,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,
DCP-PC,DCP Midstream LP,USA,NYSE,USD,Preferred Stock,
DCPE,DoubleLine Shiller CAPE US Equities ETF,USA,NYSE ARCA,USD,ETF,
DCSX,Direct Communication Solutions Inc,USA,NYSE MKT,USD,Common Stock,
DD,Dupont De Nemours Inc,USA,NYSE,USD,Common Stock,US26614N1028
DDD,3D Systems Corporation,USA,NYSE,USD,Common Stock,US88554D2053
DDL,Dingdong ADR,USA,NYSE,USD,Common Stock,US25445D1019
DDM,ProShares Ultra Dow30,USA,NYSE ARCA,USD,ETF,US74347R3057
DDS,Dillards Inc,USA,NYSE,USD,Common Stock,US2540671011
DDT,Dillards Capital Trust I,USA,NYSE,USD,Common Stock,US25406P2002
DE,Deere & Company,USA,NYSE,USD,Common Stock,US2441991054
DEA,Eerly Govt Ppty Inc,USA,NYSE,USD,Common Stock,US27616P1030
DECK,Deckers Outdoor Corporation,USA,NYSE,USD,Common Stock,US2435371073
DECT,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer10 Dec ETF,USA,NYSE ARCA,USD,ETF,US00888H8363
DECW,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer20 Dec ETF,USA,NYSE ARCA,USD,ETF,US00888H7944
DEED,First Trust TCW Securitized Plus ETF,USA,NYSE ARCA,USD,ETF,US33740U1097
DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,USA,NYSE ARCA,USD,ETF,US2330515154
DEEP,Roundhill Acquirers Deep Value ETF,USA,NYSE ARCA,USD,ETF,US26922A7019
DEF,Invesco Defensive Equity ETF,USA,NYSE ARCA,USD,ETF,US46138J7752
DEFI,Hashdex Bitcoin Futures ETF,USA,NYSE ARCA,USD,ETF,US88166A8053
DEHP,Dimensional ETF Trust - Dimensional Emerging Markets High Profitability ETF,USA,NYSE ARCA,USD,ETF,US25434V7579
DEI,Douglas Emmett Inc,USA,NYSE,USD,Common Stock,US25960P1093
DEIF,Sterling Capital Diverse Multi-Manager Active ETF,USA,NYSE ARCA,USD,ETF,US66538H2296
DELL,Dell Technologies Inc,USA,NYSE,USD,Common Stock,US24703L2025
DEM,WisdomTree Emerging Markets High Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W3152
DEN,Denbury Resources Inc,USA,NYSE,USD,Common Stock,US24790A1016
DEO,Diageo PLC ADR,USA,NYSE,USD,Common Stock,US25243Q2057
DES,WisdomTree U.S. SmallCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W6049
DESK,VanEck ETF Trust,USA,NYSE ARCA,USD,ETF,
DESP,Despegar.com Corp,USA,NYSE,USD,Common Stock,US2506301009
DEUS,Xtrackers Russell US Multifactor ETF,USA,NYSE ARCA,USD,ETF,US2330514819
DEW,WisdomTree Global High Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W8771
DFAC,Dimensional U.S. Core Equity 2 ETF,USA,NYSE ARCA,USD,ETF,US25434V7082
DFAE,Dimensional Emerging Core Equity Market ETF,USA,NYSE ARCA,USD,ETF,US25434V3024
DFAI,Dimensional International Core Equity Market ETF,USA,NYSE ARCA,USD,ETF,US25434V2034
DFAR,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V8239
DFAS,Dimensional U.S. Small Cap ETF,USA,NYSE ARCA,USD,ETF,US25434V5003
DFAT,Dimensional U.S. Targeted Value ETF,USA,NYSE ARCA,USD,ETF,US25434V6092
DFAU,Dimensional US Core Equity Market ETF,USA,NYSE ARCA,USD,ETF,US25434V1044
DFAW,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,
DFAX,Dimensional World ex U.S. Core Equity 2 ETF,USA,NYSE ARCA,USD,ETF,US25434V8809
DFCA,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V6332
DFCF,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V8726
DFE,WisdomTree Europe SmallCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W8698
DFEM,Dimensional ETF Trust - Dimensional Emerging Markets Core Equity 2 ETF,USA,NYSE ARCA,USD,ETF,US25434V7322
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares Direxion Daily Aerospace,USA,NYSE ARCA,USD,ETF,US25460E6611
DFEV,Dimensional ETF Trust - Dimensional Emerging Markets Value ETF,USA,NYSE ARCA,USD,ETF,US25434V7405
DFGR,Dimensional ETF Trust - Dimensional Gloabl Real Estate ETF,USA,NYSE ARCA,USD,ETF,US25434V6589
DFH,Dream Finders Homes Inc,USA,NYSE,USD,Common Stock,US26154D1000
DFIN,Donnelley Financial Solutions Inc,USA,NYSE,USD,Common Stock,US25787G1004
DFIP,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V8569
DFIV,Dimensional International Value ETF,USA,NYSE ARCA,USD,ETF,US25434V8072
DFJ,WisdomTree Japan SmallCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W8367
DFLV,Dimensional ETF Trust - Dimensional US Large Cap Value ETF,USA,NYSE ARCA,USD,ETF,US25434V6662
DFNM,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V8494
DFP,Flaherty and Crumrine Dynamic Preferred and Income Closed Fund,USA,NYSE,USD,FUND,US33848W1062
DFS,Discover Financial Services,USA,NYSE,USD,Common Stock,US2547091080
DFSB,Dimensional ETF Trust - Dimensional Global Sustainability Fixed Income ETF,USA,NYSE ARCA,USD,ETF,US25434V6746
DFSD,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V8643
DFSE,Dimensional Emerging Markets Sustainability Core 1 ETF,USA,NYSE ARCA,USD,ETF,US25434V6829
DFSI,Dimensional International Sustainability Core 1 ETF,USA,NYSE ARCA,USD,ETF,US25434V6902
DFSU,Dimensional US Sustainability Core 1 ETF,USA,NYSE ARCA,USD,ETF,US25434V7165
DFSV,Dimensional ETF Trust,USA,NYSE ARCA,USD,ETF,US25434V8155
DFUS,Dimensional U.S. Equity ETF,USA,NYSE ARCA,USD,ETF,US25434V4014
DFUV,Dimensional US Marketwide Value ETF,USA,NYSE ARCA,USD,ETF,US25434V7249
DG,Dollar General Corporation,USA,NYSE,USD,Common Stock,US2566771059
DGIN,VanEck ETF Trust,USA,NYSE ARCA,USD,ETF,US92189H7897
DGP,DB Gold Double Long ETN,USA,NYSE ARCA,USD,ETF,US25154H7492
DGRO,iShares Core Dividend Growth ETF,USA,NYSE ARCA,USD,ETF,US46434V6213
DGS,WisdomTree Emerging Markets SmallCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W2816
DGT,SPDR® Global Dow ETF,USA,NYSE ARCA,USD,ETF,US78464A7063
DGX,Quest Diagnostics Incorporated,USA,NYSE,USD,Common Stock,US74834L1008
DGZ,DB Gold Short ETN,USA,NYSE ARCA,USD,ETF,US25154H7310
DHF,BNY Mellon High Yield Strategies Fund,USA,NYSE,USD,FUND,US09660L1052
DHI,DR Horton Inc,USA,NYSE,USD,Common Stock,US23331A1097
DHR,Danaher Corporation,USA,NYSE,USD,Common Stock,US2358511028
DHS,WisdomTree U.S. High Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W2089
DHT,DHT Holdings Inc,USA,NYSE,USD,Common Stock,MHY2065G1219
DHX,DHI Group Inc,USA,NYSE,USD,Common Stock,US23331S1006
DHY,Credit Suisse High Yield Bond Fund,USA,NYSE MKT,USD,FUND,US22544F1030
DIA,SPDR Dow Jones Industrial Average ETF Trust,USA,NYSE ARCA,USD,ETF,US78467X1090
DIAL,Columbia Diversified Fixed Income Allocation,USA,NYSE ARCA,USD,ETF,US19761L5084
DIAX,Nuveen Dow 30Sm,USA,NYSE,USD,FUND,US67075F1057
DIEM,Franklin Templeton ETF Trust - Franklin LibertyQ Emerging Markets ETF,USA,NYSE ARCA,USD,ETF,US35473P2074
DIG,ProShares Ultra Oil & Gas,USA,NYSE ARCA,USD,ETF,US74347G7051
DIM,WisdomTree International MidCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W7781
DIN,Dine Brands Global Inc,USA,NYSE,USD,Common Stock,US2544231069
DINO,HF Sinclair Corp,USA,NYSE,USD,Common Stock,US4039491000
DIP,ETF Series Solutions,USA,NYSE,USD,ETF,US26922B6341
DIS,Walt Disney Company,USA,NYSE,USD,Common Stock,US2546871060
DISO,Tidal Trust II,USA,NYSE ARCA,USD,ETF,US88634T4444
DIT,AMCON Distributing Company,USA,NYSE MKT,USD,Common Stock,US02341Q2057
DIV,Global X SuperDividend U.S. ETF,USA,NYSE ARCA,USD,ETF,US37950E2919
DIVI,Franklin International Core Dividend Tilt Index ETF,USA,NYSE ARCA,USD,ETF,US35473P1084
DIVL,Madison ETFs Trust,USA,NYSE ARCA,USD,ETF,
DIVO,Amplify CWP Enhanced Dividend Income ETF,USA,NYSE ARCA,USD,ETF,US0321084099
DIVS,SmartETFs Dividend Builder ETF,USA,NYSE ARCA,USD,ETF,US4020318352
DIVY,Reality Shares DIVS ETF,USA,NYSE ARCA,USD,ETF,US75605A1088
DIVZ,Listed Funds Trust - TrueShares Low Volatility Equity Income ETF,USA,NYSE ARCA,USD,ETF,US53656F4744
DJCB,ETRACS Bloomberg Commodity Index Total ReturnSM ETN Series B,USA,NYSE ARCA,USD,ETF,US90269A4500
DJD,Invesco Dow Jones Industrial Average Dividend ETF,USA,NYSE ARCA,USD,ETF,US46137V6056
DJIA,Global X Dow 30 Covered Call ETF,USA,NYSE ARCA,USD,ETF,US37960A8595
DJP,iPath® Bloomberg Commodity Index Total Return(SM) ETN,USA,NYSE ARCA,USD,ETF,US06738C7781
DK,Delek US Energy Inc,USA,NYSE,USD,Common Stock,US24665A1034
DKL,Delek Logistics Partners LP,USA,NYSE,USD,Common Stock,US24664T1034
DKS,Dick’s Sporting Goods Inc,USA,NYSE,USD,Common Stock,US2533931026
DLA,Delta Apparel Inc,USA,NYSE MKT,USD,Common Stock,US2473681037
DLB,Dolby Laboratories,USA,NYSE,USD,Common Stock,US25659T1079
DLN,WisdomTree U.S. LargeCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W3079
DLNG,Dynagas LNG Partners LP,USA,NYSE,USD,Common Stock,MHY2188B1083
DLNG-PA,Dynagas LNG Partners LP,USA,NYSE,USD,Preferred Stock,
DLNG-PB,Dynagas LNG Partners LP,USA,NYSE,USD,Preferred Stock,MHY2188B1240
DLR,Digital Realty Trust Inc,USA,NYSE,USD,Common Stock,US2538681030
DLR-PJ,Digital Realty Trust Inc,USA,NYSE,USD,Preferred Stock,
DLR-PK,Digital Realty Trust Inc,USA,NYSE,USD,Preferred Stock,
DLR-PL,Digital Realty Trust Inc,USA,NYSE,USD,Preferred Stock,
DLS,WisdomTree International SmallCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W7609
DLX,Deluxe Corporation,USA,NYSE,USD,Common Stock,US2480191012
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,USA,NYSE,USD,FUND,US25862D1054
DM,Desktop Metal Inc,USA,NYSE,USD,Common Stock,US25058X1054
DMA,Destra Multi-Alternative Fund,USA,NYSE,USD,Mutual Fund,
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc,USA,NYSE,USD,FUND,US09662W1099
DMBS,Doubleline Etf Trust - Mortgage ETF,USA,NYSE ARCA,USD,ETF,US25861R4020
DMCY,Democracy International Fund,USA,NYSE ARCA,USD,ETF,US00774Q1489
DMDV,AAM S&P Developed Markets High Dividend Value,USA,NYSE ARCA,USD,ETF,US26922A3471
DMF,Bny Mellon Municipal Income Inc,USA,NYSE MKT,USD,Common Stock,US05589T1043
DMO,Western Asset Mortgage Defined Opportunities Closed Fund,USA,NYSE,USD,FUND,US95790B1098
DMS,Digital Media Solutions Inc,USA,NYSE,USD,Common Stock,US25401G1067
DMYY,dMY Squared Technology Group Inc,USA,NYSE MKT,USD,Common Stock,
DMYY-WT,dMY Squared Technology Group Inc.,USA,NYSE MKT,USD,Common Stock,
DNA,Ginkgo Bioworks Holdings,USA,NYSE,USD,Common Stock,US37611X1000
DNA-WT,Ginkgo Bioworks Holdings Inc.,USA,NYSE,USD,Common Stock,
DNB,Dun & Bradstreet Holdings Inc.,USA,NYSE,USD,Common Stock,US26484T1060
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,USA,NYSE ARCA,USD,ETF,US97717W8441
DNMR,Danimer Scientific Inc,USA,NYSE,USD,Common Stock,US2362721001
DNN,Denison Mines Corp,USA,NYSE MKT,USD,Common Stock,CA2483561072
DNOW,Now Inc,USA,NYSE,USD,Common Stock,US67011P1003
DNP,DNP Select Income Closed Fund,USA,NYSE,USD,FUND,US23325P1049
DO,Diamond Offshore Drilling Inc,USA,NYSE,USD,Common Stock,US25271C2017
DOC,Physicians Realty Trust,USA,NYSE,USD,Common Stock,US71943U1043
DOCN,DigitalOcean Holdings Inc,USA,NYSE,USD,Common Stock,US25402D1028
DOCS,Doximity Inc,USA,NYSE,USD,Common Stock,US26622P1075
DOG,ProShares Short Dow30,USA,NYSE ARCA,USD,ETF,US74347B2354
DOL,WisdomTree International LargeCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W7948
DOLE,Dole PLC,USA,NYSE,USD,Common Stock,IE0003LFZ4U7
DOMA,Doma Holdings Inc,USA,NYSE,USD,Common Stock,US25703A1043
DON,WisdomTree U.S. MidCap Dividend Fund,USA,NYSE ARCA,USD,ETF,US97717W5058
DOOR,Masonite International Corp,USA,NYSE,USD,Common Stock,CA5753851099
DOUG,Douglas Elliman Inc,USA,NYSE,USD,Common Stock,US25961D1054
DOV,Dover Corporation,USA,NYSE,USD,Common Stock,US2600031080
DOW,Dow Inc,USA,NYSE,USD,Common Stock,US2605571031
DPG,Duff and Phelps Global Utility Income Closed Fund,USA,NYSE,USD,FUND,US26433C1053
DPSI,DecisionPoint Systems Inc,USA,NYSE MKT,USD,Common Stock,US24345A5074
DPST,Direxion Daily Regional Banks Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25460G8649
DPZ,Domino’s Pizza Inc,USA,NYSE,USD,Common Stock,US25754A2015
DQ,Daqo New Energy Corp ADR,USA,NYSE,USD,Common Stock,US23703Q2030
DRD,DRDGOLD Ltd ADR,USA,NYSE,USD,Common Stock,US26152H3012
DRH,Diamondrock Hospitality Company,USA,NYSE,USD,Common Stock,US2527843013
DRH-PA,DiamondRock Hospitality Company,USA,NYSE,USD,Preferred Stock,
DRI,Darden Restaurants Inc,USA,NYSE,USD,Common Stock,US2371941053
DRIP,Drum Income Plus REIT Plc,USA,NYSE ARCA,USD,ETF,US25460G6585
DRLL,EA Series Trust - Strive U.S. Energy ETF,USA,NYSE ARCA,USD,ETF,US02072L7221
DRN,Direxion Daily Real Estate Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25459W7552
DRQ,Dril-Quip Inc,USA,NYSE,USD,Common Stock,US2620371045
DRUP,GraniteShares ETF Trust - GraniteShares Nasdaq Select Disruptors ETF,USA,NYSE ARCA,USD,ETF,
DRV,Direxion Daily Real Estate Bear 3X Shares,USA,NYSE ARCA,USD,ETF,US25460G4192
